"","nama","harga","seller","terjual","link","waktu.scrape"
"60","Minyak Zaitun Le Riche Olive Oil LeRiche 300ml","Rp28.980","Dehace Jakarta","Terjual 737 Produk","https://www.tokopedia.com/dehace/minyak-zaitun-le-riche-olive-oil-leriche-300ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D16_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"61","BERTOLLI EXTRA VIRGIN OLIVE OIL (500ML)","Rp87.000","BestCMart","Terjual 264 Produk","https://www.tokopedia.com/bestcmart/bertolli-extra-virgin-olive-oil-500ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D17_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"62","BERTOLLI EXTRA LIGHT OLIVE OIL 500ML","Rp80.000","MOMOGO ID","Terjual 388 Produk","https://www.tokopedia.com/momogoid/bertolli-extra-light-olive-oil-500ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D19_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"63","COSTA DORO TRUFFLE EXTRA VIRGIN OLIVE OIL 250 ML","Rp87.000","Premium Food Importer","Terjual 917 Produk","https://www.tokopedia.com/premiumfood/costa-doro-truffle-extra-virgin-olive-oil-250-ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D20_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"64","ZAITUNA OLIVE OIL EXTRA VIRGIN / MINYAK ZAITUN EXTRA VIRGIN 60 ml","Rp12.000","Hassyifa collection","Terjual 1.480 Produk","https://www.tokopedia.com/tokohassyifa/zaituna-olive-oil-extra-virgin-minyak-zaitun-extra-virgin-60-ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D21_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"65","Bertolli Extra Light Olive Oil 1 LTR Minyak Goreng Sehat Best Seller","Rp160.000","Food Republic","Terjual 326 Produk","https://www.tokopedia.com/foodrepublic/bertolli-extra-light-olive-oil-1-ltr-minyak-goreng-sehat-best-seller?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D22_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"66","Minyak ZAITUN EXTRA VIRGIN OLIVE Oil Curah 1 liter 1000 ml BORGES","Rp104.999","TokoSurabaya","Terjual 324 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-curah-1-liter-1000-ml-borges?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D23_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"67","Minyak Zaitun Syekh Ali Jaber Extra Virgin Olive Oil Asli!!!","Rp150.000","Agen Resmi Madu AZ-ZIKRA","Terjual 352 Produk","https://www.tokopedia.com/agenmaduazzikra/minyak-zaitun-syekh-ali-jaber-extra-virgin-olive-oil-asli?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D24_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"68","Pomace Olive Oil / Minyak Zaitun Pomace 5 LTR","Rp360.000","Food Republic","Terjual 469 Produk","https://www.tokopedia.com/foodrepublic/pomace-olive-oil-minyak-zaitun-pomace-5-ltr?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D25_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"69","Casa di Oliva - Olive Oil for Kids","Rp69.000","A to Z Family Store","Terjual 247 Produk","https://www.tokopedia.com/mkfamstore/casa-di-oliva-olive-oil-for-kids?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D26_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"70","Borges Extra Virgin Olive Oil - 1 L","Rp208.000","Genki Plant","Terjual 122 Produk","https://www.tokopedia.com/genkiplant/borges-extra-virgin-olive-oil-1-l?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D27_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"71","BERTOLLI EXTRA VIRGIN OLIVE OIL (1 L)","Rp165.000","BestCMart","Terjual 141 Produk","https://www.tokopedia.com/bestcmart/bertolli-extra-virgin-olive-oil-1-l?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D29_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"72","Bertolli Extra Light Olive Oil 500 ML Minyak Goreng Sehat Best Seller","Rp83.000","Food Republic","Terjual 252 Produk","https://www.tokopedia.com/foodrepublic/bertolli-extra-light-olive-oil-500-ml-minyak-goreng-sehat-best-seller?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D31_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"73","Minyak Zaitun Olive Oil Rumman 80 ml 80ml Mirip Le richie Bisa Diminum","Rp9.899","TokoSurabaya","Terjual 2.088 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-olive-oil-rumman-80-ml-80ml-mirip-le-richie-bisa-diminum?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D32_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"74","Minyak Zaitun BORGES Extra Virgin Olive Oil 500 ml","Rp93.500","Snack Made","Terjual 231 Produk","https://www.tokopedia.com/snackmade/minyak-zaitun-borges-extra-virgin-olive-oil-500-ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D33_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"75","Minyak Zaitun / JADIED Zaitun Extra Virgin Olive Oil 60ml","Rp10.800","Al - Mubarok Store","Terjual 1.201 Produk","https://www.tokopedia.com/mubarokcityaja/minyak-zaitun-jadied-zaitun-extra-virgin-olive-oil-60ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D34_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"76","Bertolli Extra Light Olive Oil Spray 145ml","Rp60.000","W-jaya Store","Terjual 346 Produk","https://www.tokopedia.com/w-jayastore/bertolli-extra-light-olive-oil-spray-145ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D35_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"77","Minyak Zaitun Extra Virgin Olive Oil Borges 250 ml 250ml","Rp44.999","TokoSurabaya","Terjual 544 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-borges-250-ml-250ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D36_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"78","Pure Olive (Zaitun) Oil 100ml - Cosmetic Grade Cold Pressed","Rp74.000","Natural Hut","Terjual 163 Produk","https://www.tokopedia.com/naturalhut/pure-olive-zaitun-oil-100ml-cosmetic-grade-cold-pressed?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D37_catid%3D3118_bmexp%3D11&whid=0",2020-09-04 08:36:35
"79","JADIED ZAITUN Exstra Virgin olive oil /minyak zaitun jadied","Rp15.000","pusat grosir herbalmurah","Terjual 2.069 Produk","https://www.tokopedia.com/allherbalmurah/jadied-zaitun-exstra-virgin-olive-oil-minyak-zaitun-jadied?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D38_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"80","OLIVE OIL BERTOLLI EXTRA LIGHT 1 Liter","Rp160.000","Warung Mas Budi","Terjual 206 Produk","https://www.tokopedia.com/warungmasbudi/olive-oil-bertolli-extra-light-1-liter?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D39_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"81","Minyak Goreng Sehat Naroop Blend Canola Extra Virgin Olive Oil 1L","Rp86.900","Naroop","Terjual 210 Produk","https://www.tokopedia.com/naroop/minyak-goreng-sehat-naroop-blend-canola-extra-virgin-olive-oil-1l?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D40_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"82","Borges Classic Olive Oil Pure Minyak Zaitun 500 ml","Rp87.500","HouseHerbal","Terjual 147 Produk","https://www.tokopedia.com/househerbal/borges-classic-olive-oil-pure-minyak-zaitun-500-ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D43_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"83","CASA DI OLIVA EXTRA VIRGIN OLIVE OIL FOR KIDS 250ML","Rp75.000","namaste organic","Terjual 233 Produk","https://www.tokopedia.com/namasteorganic/casa-di-oliva-extra-virgin-olive-oil-for-kids-250ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D44_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"84","Minyak Zaitun Medina 325 ML Extra Virgin Olive Oil BPOM Asli Original","Rp43.500","AFF GALLERY","Terjual 325 Produk","https://www.tokopedia.com/pusatpropolis/minyak-zaitun-medina-325-ml-extra-virgin-olive-oil-bpom-asli-original?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D46_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"85","BERTOLLI EXTRA VIRGIN OLIVE OIL 1L","Rp155.000","MOMOGO ID","Terjual 292 Produk","https://www.tokopedia.com/momogoid/bertolli-extra-virgin-olive-oil-1l?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D47_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"86","Bertolli Extra Virgin Olive Oil / Minyak Zaitun 250 ML Best Seller","Rp52.500","W2FitHealthy","Terjual 163 Produk","https://www.tokopedia.com/w2fithealthy/bertolli-extra-virgin-olive-oil-minyak-zaitun-250-ml-best-seller?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D48_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"87","Minyak ZAITUN EXTRA VIRGIN OLIVE Oil Curah 500ml 500 ml BORGES","Rp60.000","TokoSurabaya","Terjual 157 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-curah-500ml-500-ml-borges?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D50_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"88","Original Extra Virgin Olive Oil (Minyak Zaitun)","Rp30.000","Griya Herbal Jakarta","Terjual 122 Produk","https://www.tokopedia.com/griyaherbaljkt/original-extra-virgin-olive-oil-minyak-zaitun?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D51_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"89","BERTOLLI EXTRA LIGHT OLIVE OIL (250ML)","Rp45.000","BestCMart","Terjual 172 Produk","https://www.tokopedia.com/bestcmart/bertolli-extra-light-olive-oil-250ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D52_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"90","Borges Extra Light Olive Oil Minyak Zaitun 1lt","Rp175.000","HouseHerbal","Terjual 94 Produk","https://www.tokopedia.com/househerbal/borges-extra-light-olive-oil-minyak-zaitun-1lt?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D53_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"91","Extra Virgin Olive Oil/Minyak Zaitun/Repack 200 Ml","Rp35.000","Syah-House","Terjual 247 Produk","https://www.tokopedia.com/syah-house/extra-virgin-olive-oil-minyak-zaitun-repack-200-ml?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D54_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"92","OLIVE OIL / CESAR POMACE OIL (5ltr)","Rp330.000","HEANSA KIMIA","Terjual 247 Produk","https://www.tokopedia.com/heansakimia/olive-oil-cesar-pomace-oil-5ltr?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D56_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"93","Borges Extra Virgin Olive Oil Minyak Zaitun 1lt","Rp215.000","HouseHerbal","Terjual 95 Produk","https://www.tokopedia.com/househerbal/borges-extra-virgin-olive-oil-minyak-zaitun-1lt?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D57_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"94","Olive Oil for Kids merk Casa Di Oliva","Rp59.500","Griya Bayi","Terjual 264 Produk","https://www.tokopedia.com/griyabayi/olive-oil-for-kids-merk-casa-di-oliva?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D59_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"95","Pure Olive (Zaitun) Oil 60ml - Cosmetic Grade Cold Pressed","Rp53.000","Natural Hut","Terjual 155 Produk","https://www.tokopedia.com/naturalhut/pure-olive-zaitun-oil-60ml-cosmetic-grade-cold-pressed?trkid=f%3DCa2279L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D2_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D60_catid%3D3118_bmexp%3D11&whid=0",2020-09-04 08:36:35
"96","MINYAK ZAITUN MURNI / PURE OLIVE OIL","Rp30.000","Fantasy Design","Terjual 270 Produk","https://www.tokopedia.com/fantasydesign/minyak-zaitun-murni-pure-olive-oil?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D1_catid%3D3118_bmexp%3D11&whid=0",2020-09-04 08:36:35
"97","SESA - Extra Virgin Olive Oil - 1 L","Rp149.900","SESA Official","Terjual 141 Produk","https://www.tokopedia.com/sesaofficial/sesa-extra-virgin-olive-oil-1-l?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D2_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"98","Casa di Oliva EVOO Extra Virgin Olive Oil For Kids 250 ml","Rp57.500","Klik Buy & Fun","Terjual 312 Produk","https://www.tokopedia.com/klikbuyfun/casa-di-oliva-evoo-extra-virgin-olive-oil-for-kids-250-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D3_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"99","Bertolli Extra Light Olive Oil 500ml","Rp85.000","ceva","Terjual 119 Produk","https://www.tokopedia.com/cevaphilia/bertolli-extra-light-olive-oil-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D5_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"100","Casa De Oliva Extra Virgin Olive Oil (EVOO) 250ml","Rp60.000","BooBoo Baby","Terjual 135 Produk","https://www.tokopedia.com/booboobaby/casa-de-oliva-extra-virgin-olive-oil-evoo-250ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D7_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"101","Bertolli Classico Olive Oil 500ml","Rp85.000","ceva","Terjual 73 Produk","https://www.tokopedia.com/cevaphilia/bertolli-classico-olive-oil-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D8_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"102","Minyak Zaitun BORGES Extra Virgin Olive Oil 500 ml - BORGES 500 ml","Rp104.000","Subur Kimia Jaya","Terjual 141 Produk","https://www.tokopedia.com/suburkimiajaya/minyak-zaitun-borges-extra-virgin-olive-oil-500-ml-borges-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D9_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"103","PURE OLIVE OIL FILIPPO 250ML","Rp45.000","MSmartshop OL","Terjual 145 Produk","https://www.tokopedia.com/msmartshop/pure-olive-oil-filippo-250ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D10_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"104","Casa di Olivia Extra Virgin Olive Oil","Rp64.000","hamimamy","Terjual 172 Produk","https://www.tokopedia.com/hamimamy/casa-di-olivia-extra-virgin-olive-oil?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D11_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"105","Organic Extra Virgin Olive Oil/Bragg/473ml/16oz","Rp255.000","Sukses Organic Shop","Terjual 173 Produk","https://www.tokopedia.com/suksesorganik/organic-extra-virgin-olive-oil-bragg-473ml-16oz?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D12_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"106","BERTOLLI CLASSICO OLIVE OIL 500ML","Rp80.000","MOMOGO ID","Terjual 186 Produk","https://www.tokopedia.com/momogoid/bertolli-classico-olive-oil-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D13_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"107","Minyak Zaitun Leriche / Le riche / Lerichi Olive oil 300 ml Original","Rp30.000","Nayla Agency","Terjual 305 Produk","https://www.tokopedia.com/naylaagency/minyak-zaitun-leriche-le-riche-lerichi-olive-oil-300-ml-original?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D14_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"108","Extra Virgin Olive Oil / Minyak Zaitun Murni 5 LTR Antica Tradizione","Rp500.000","Food Republic","Terjual 114 Produk","https://www.tokopedia.com/foodrepublic/extra-virgin-olive-oil-minyak-zaitun-murni-5-ltr-antica-tradizione?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D17_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"109","OLIVE POMACE OIL GIUSEPPE CREMONINI 5 LITER","Rp325.000","Phon Store","Terjual 256 Produk","https://www.tokopedia.com/phon95/olive-pomace-oil-giuseppe-cremonini-5-liter?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D18_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"110","Borges Extra Virgin Olive Oil Minyak Zaitun 250 ml","Rp59.500","HouseHerbal","Terjual 108 Produk","https://www.tokopedia.com/househerbal/borges-extra-virgin-olive-oil-minyak-zaitun-250-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D20_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"111","minyak zaitun olive oil al ghuroba 1 liter (pulau jawa)","Rp107.000","pamungkas adi winoto","Terjual 138 Produk","https://www.tokopedia.com/adi250881/minyak-zaitun-olive-oil-al-ghuroba-1-liter-pulau-jawa?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D21_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"112","Bertolli Extra Virgin Olive Oil / Minyak Zaitun 500ml","Rp89.000","Herbs & Co","Terjual 121 Produk","https://www.tokopedia.com/herbsnco/bertolli-extra-virgin-olive-oil-minyak-zaitun-500ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D22_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"113","Geofoods Tartufo Nero White Truffle Olive Oil","Rp259.000","Olivier","Terjual 403 Produk","https://www.tokopedia.com/sisca0923/geofoods-tartufo-nero-white-truffle-olive-oil?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D24_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"114","Minyak Zaitun Extra Virgin Olive Oil Borges 125ml","Rp25.999","TokoSurabaya","Terjual 414 Produk","https://www.tokopedia.com/tokosurabayaa/minyak-zaitun-extra-virgin-olive-oil-borges-125ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D25_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"115","Bertolli Extra Virgin Olive Oil Minyak Zaitun 500 ml","Rp92.000","HouseHerbal","Terjual 74 Produk","https://www.tokopedia.com/househerbal/bertolli-extra-virgin-olive-oil-minyak-zaitun-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D27_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"116","Minyak Zaitun Le Riche Olive Oil LeRiche 300ml","Rp49.000","Andrie Gallery","Terjual 195 Produk","https://www.tokopedia.com/andriegallery/minyak-zaitun-le-riche-olive-oil-leriche-300ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D28_catid%3D2289_bmexp%3D11&whid=0",2020-09-04 08:36:35
"117","ECOZEST Olive Oil 500 ml","Rp109.000","Ecozest","Terjual 77 Produk","https://www.tokopedia.com/ecozest/ecozest-olive-oil-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D29_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"118","Borges Extra Virgin Olive Oil - 250 ml","Rp63.000","Genki Plant","Terjual 111 Produk","https://www.tokopedia.com/genkiplant/borges-extra-virgin-olive-oil-250-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D30_catid%3D1160_bmexp%3D11&whid=0",2020-09-04 08:36:35
"119","Bertolli Extra Light Olive Oil - 500 ml","Rp92.000","Genki Plant","Terjual 87 Produk","https://www.tokopedia.com/genkiplant/bertolli-extra-light-olive-oil-500-ml?trkid=f%3DCa2146L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D3_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D32_catid%3D1162_bmexp%3D11&whid=0",2020-09-04 08:36:35
